Event,Date,UTC_Time,TimeControl,Result,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,TimeCategory,TimeOfDay,GameLength,ResultClass,RatingDiff
Live Chess,2025.08.16,15:52:31,180+2,0-1,alekscottz,DALYAN789,1284,1296,B23,,44,Blitz,Afternoon,Medium,Loss,-12
Live Chess,2025.08.15,19:54:36,180+2,0-1,collondo1,alekscottz,1290,1292,B01,,86,Blitz,Evening,Long,Win,2
Live Chess,2025.08.15,19:45:49,180+2,0-1,alekscottz,Ivan_pro5,1284,1297,C30,,48,Blitz,Evening,Medium,Loss,-13
Live Chess,2025.08.15,18:41:54,180+2,1-0,SSaldarriagao,alekscottz,1299,1292,B01,,41,Blitz,Evening,Medium,Loss,-7
Live Chess,2025.08.15,18:36:18,180+2,0-1,alekscottz,Add10,1300,1322,C25,,18,Blitz,Evening,Short,Loss,-22
Live Chess,2025.08.15,18:27:12,180+2,1-0,alekscottz,nanadepgais1tg,1308,1279,B07,,43,Blitz,Evening,Medium,Win,29
Live Chess,2025.08.15,18:18:58,180+2,1-0,c0d3r_arnab,alekscottz,1328,1300,B06,,21,Blitz,Evening,Short,Loss,-28
Live Chess,2025.08.15,18:08:58,180+2,1-0,junhiano,alekscottz,1310,1308,B01,,61,Blitz,Evening,Long,Loss,-2
Live Chess,2025.08.15,18:00:33,180+2,1-0,alekscottz,dragonplayerchess,1316,1311,B06,,73,Blitz,Evening,Long,Win,5
Live Chess,2025.08.15,17:49:11,180+2,1-0,alekscottz,Ali_guest01,1308,1278,B23,,69,Blitz,Evening,Long,Win,30
Live Chess,2025.08.15,17:46:04,180+2,1-0,Joaquin13,alekscottz,1323,1300,B07,,19,Blitz,Evening,Short,Loss,-23
Live Chess,2025.08.15,17:37:00,180+2,0-1,odedfriedman,alekscottz,1280,1308,A45,,50,Blitz,Evening,Medium,Win,28
Live Chess,2025.08.15,17:29:50,180+2,1-0,DisturbingPenguin,alekscottz,1303,1300,B01,,39,Blitz,Evening,Medium,Loss,-3
Live Chess,2025.08.15,16:28:59,180+2,1-0,jarlap,alekscottz,1394,1308,B01,,49,Blitz,Afternoon,Medium,Loss,-86
Live Chess,2025.08.15,16:07:46,180+2,0-1,alekscottz,sako17,1314,1351,C29,,40,Blitz,Afternoon,Medium,Loss,-37
Live Chess,2025.08.15,16:03:38,180+2,1-0,alekscottz,IngMiguelAngel,1321,1296,B23,,35,Blitz,Afternoon,Medium,Win,25
Live Chess,2025.08.15,15:43:45,180+2,0-1,alekscottz,dusqlfan,1313,1318,B23,,32,Blitz,Afternoon,Medium,Loss,-5
Live Chess,2025.08.15,15:34:15,180+2,1-0,alec522,alekscottz,1376,1321,D85,,77,Blitz,Afternoon,Long,Loss,-55
Live Chess,2025.08.15,15:25:10,180+2,0-1,alekscottz,LiamDoyle,1328,1350,B07,,40,Blitz,Afternoon,Medium,Loss,-22
Live Chess,2025.08.14,19:27:54,180+2,1-0,KnightKauton,alekscottz,1353,1336,B01,,40,Blitz,Evening,Medium,Loss,-17
Live Chess,2025.08.14,18:41:46,180+2,1-0,alekscottz,vinodsolanki71,1344,1311,B01,,77,Blitz,Evening,Long,Win,33
Live Chess,2025.08.14,18:39:58,180+2,1-0,alyons1,alekscottz,1342,1336,B01,,17,Blitz,Evening,Short,Loss,-6
Live Chess,2025.08.14,18:32:02,180+2,0-1,grant0907,alekscottz,1328,1344,D82,,36,Blitz,Evening,Medium,Win,16
Live Chess,2025.08.14,13:12:44,180+2,0-1,alekscottz,vjovanovic963,1336,1370,B00,,28,Blitz,Afternoon,Short,Loss,-34
Live Chess,2025.08.14,13:03:49,180+2,1-0,alekscottz,MagicArrow45,1344,1317,C01,,77,Blitz,Afternoon,Long,Win,27
Live Chess,2025.08.14,12:56:39,180+2,1-0,Amir-re_md,alekscottz,1332,1336,B01,,52,Blitz,Afternoon,Medium,Loss,4
Live Chess,2025.08.13,16:44:22,180+2,0-1,chikanosz,alekscottz,1405,1345,D94,,68,Blitz,Afternoon,Long,Win,-60
Live Chess,2025.08.13,16:37:38,180+2,1-0,alekscottz,YaBoiMoustafa,1335,1330,B07,,41,Blitz,Afternoon,Medium,Win,5
Live Chess,2025.08.13,16:07:06,180+2,1-0,JorgeMrtnez,alekscottz,1349,1327,B01,,25,Blitz,Afternoon,Short,Loss,-22
Live Chess,2025.08.13,16:00:00,180+2,1-0,alekscottz,jesusruizfelipe,1335,1300,B23,,51,Blitz,Afternoon,Medium,Win,35
Live Chess,2025.08.13,13:53:12,180+2,1-0,alekscottz,Shtivi,1327,1290,B07,,59,Blitz,Afternoon,Medium,Win,37
Live Chess,2025.08.13,01:37:43,180+2,1-0,PedroFernezlian,alekscottz,1376,1319,B01,,15,Blitz,Night,Short,Loss,-57
Live Chess,2025.08.12,17:14:00,180+2,0-1,CharmedCity,alekscottz,1307,1326,B01,,68,Blitz,Evening,Long,Win,19
Live Chess,2025.08.12,16:56:35,180+2,1-0,recatado,alekscottz,1329,1318,B01,,23,Blitz,Afternoon,Short,Loss,-11
Live Chess,2025.08.12,15:45:25,180+2,0-1,alekscottz,MingaxX,1326,1351,B01,,168,Blitz,Afternoon,Long,Loss,-25
Live Chess,2025.08.12,14:39:50,180+2,1-0,mrmk0137,alekscottz,1370,1334,B01,,73,Blitz,Afternoon,Long,Loss,-36
Live Chess,2025.08.12,14:28:41,180+2,1-0,alekscottz,gokulnathpandian,1341,1324,C25,,135,Blitz,Afternoon,Long,Win,17
Live Chess,2025.08.12,14:22:24,180+2,1-0,farhodnorboyev,alekscottz,1337,1333,B01,,29,Blitz,Afternoon,Short,Loss,-4
Live Chess,2025.08.12,04:20:13,180+2,0-1,alekscottz,bigyanshahi200,1341,1339,C25,,62,Blitz,Night,Long,Loss,2
Live Chess,2025.08.12,04:16:00,180+2,0-1,alekscottz,FarArden,1349,1370,B01,,38,Blitz,Night,Medium,Loss,-21
Live Chess,2025.08.12,02:20:19,180+2,0-1,jagwanimanish,alekscottz,1444,1357,B01,,94,Blitz,Night,Long,Win,-87
Live Chess,2025.08.12,01:48:26,180+2,0-1,alekscottz,dilanmanuelmalaverguarin,1347,1442,C25,,89,Blitz,Night,Long,Loss,-95
Live Chess,2025.08.11,21:26:51,180+2,1-0,alekscottz,SigmArthur,1353,1343,B01,,61,Blitz,Night,Long,Win,10
Live Chess,2025.08.11,21:01:59,180+2,1-0,rusiiiiii,alekscottz,1354,1345,B01,,85,Blitz,Night,Long,Loss,-9
Live Chess,2025.08.11,20:38:40,180+2,1-0,Aliyev-1221-AA,alekscottz,1360,1353,B01,,77,Blitz,Evening,Long,Loss,-7
Live Chess,2025.08.11,19:02:51,180+2,0-1,alekscottz,knightknightnight,1361,1380,B12,,45,Blitz,Evening,Medium,Loss,-19
Live Chess,2025.08.11,17:11:51,180+2,1-0,aroo2206,alekscottz,1363,1369,B01,,33,Blitz,Evening,Medium,Loss,6
Live Chess,2025.08.11,17:05:14,180+2,1-0,alekscottz,hcorreag97,1378,1344,B07,,69,Blitz,Evening,Long,Win,34
Live Chess,2025.08.11,17:00:15,180+2,1-0,alekscottz,Erre_AG,1370,1334,B23,,53,Blitz,Evening,Medium,Win,36
Live Chess,2025.08.11,16:07:37,180+2,0-1,alekscottz,hmz1988,1362,1358,B23,,28,Blitz,Afternoon,Short,Loss,4
Live Chess,2025.08.11,15:50:53,180+2,1/2-1/2,lixorda,alekscottz,1371,1371,B01,,141,Blitz,Afternoon,Long,Draw,0
Live Chess,2025.08.11,15:33:55,180+2,0-1,faldahamii,alekscottz,1337,1371,D80,,72,Blitz,Afternoon,Long,Win,34
Live Chess,2025.08.11,15:24:27,180+2,0-1,MKal478,alekscottz,1345,1363,D91,,78,Blitz,Afternoon,Long,Win,18
Live Chess,2025.08.11,15:14:53,180+2,1-0,alekscottz,ppvdani,1355,1317,B23,,63,Blitz,Afternoon,Long,Win,38
Live Chess,2025.08.11,01:18:40,180+2,1-0,Briangift001,alekscottz,1382,1348,A10,,23,Blitz,Night,Short,Loss,-34
Live Chess,2025.08.11,00:42:56,180+2,0-1,alekscottz,Sat179,1356,1385,C25,,76,Blitz,Night,Long,Loss,-29
Live Chess,2025.08.11,00:37:56,180+2,0-1,felipecardim,alekscottz,1354,1364,B01,,34,Blitz,Night,Medium,Win,10
Live Chess,2025.08.11,00:33:36,180+2,0-1,alekscottz,georgespy71,1356,1381,C29,,40,Blitz,Night,Medium,Loss,-25
Live Chess,2025.08.11,00:21:50,180+2,0-1,MIJD621,alekscottz,1368,1364,D02,,62,Blitz,Night,Long,Win,-4
Live Chess,2025.08.10,23:49:30,180+2,0-1,alekscottz,Bjartenjaa,1356,1446,B23,,76,Blitz,Night,Long,Loss,-90
Live Chess,2025.08.10,23:46:46,180+2,0-1,WestHam3012,alekscottz,1332,1362,B01,,26,Blitz,Night,Short,Win,30
Live Chess,2025.08.10,23:42:56,180+2,1-0,alekscottz,Gallardo1985,1354,1344,C28,,27,Blitz,Night,Short,Win,10
Live Chess,2025.08.10,23:36:57,180+2,0-1,BuxiaRems,alekscottz,1313,1346,B01,,76,Blitz,Night,Long,Win,33
Live Chess,2025.08.10,23:30:03,180+2,1-0,alekscottz,ferlip,1338,1304,B23,,65,Blitz,Night,Long,Win,34
Live Chess,2025.08.10,23:18:15,180+2,0-1,alekscottz,ivanpessoa,1330,1345,B01,,52,Blitz,Night,Medium,Loss,-15
Live Chess,2025.08.10,23:11:00,180+2,0-1,omar_elayyan,alekscottz,1333,1338,D80,,62,Blitz,Night,Long,Win,5
Live Chess,2025.08.10,23:09:22,180+2,1-0,alekscottz,killbenschatz,1330,1308,C29,,15,Blitz,Night,Short,Win,22
Live Chess,2025.08.10,20:51:52,180+2,1/2-1/2,alekscottz,C4rl0sM4gn0,1322,1305,C25,,58,Blitz,Evening,Medium,Draw,17
Live Chess,2025.08.10,19:54:42,180+2,0-1,mitchgold,alekscottz,1368,1322,A45,,50,Blitz,Evening,Medium,Win,-46
Live Chess,2025.08.10,19:47:18,180+2,1-0,corpseboy,alekscottz,1360,1312,B01,,95,Blitz,Evening,Long,Loss,-48
Live Chess,2025.08.10,14:56:37,180+2,0-1,alekscottz,Iprinted,1319,1315,B23,,22,Blitz,Afternoon,Short,Loss,4
Live Chess,2025.08.10,04:27:42,180+2,1-0,hanseljaygrengia,alekscottz,1322,1327,D91,,43,Blitz,Night,Medium,Loss,5
Live Chess,2025.08.08,18:22:30,180+2,0-1,alekscottz,Poulco,1336,1365,C28,,57,Blitz,Evening,Medium,Loss,-29
Live Chess,2025.08.08,15:17:44,180+2,0-1,alekscottz,dexico94,1344,1355,B02,,142,Blitz,Afternoon,Long,Loss,-11
Live Chess,2025.08.07,16:10:57,180+2,1-0,Da_Chill_One,alekscottz,1458,1352,B01,,98,Blitz,Afternoon,Long,Loss,-106
Live Chess,2025.08.07,16:03:42,180+2,0-1,conroy2306,alekscottz,1371,1358,A40,,84,Blitz,Afternoon,Long,Win,-13
Live Chess,2025.08.07,14:36:43,180+2,0-1,alekscottz,ogo_cabron,1349,1389,B23,,96,Blitz,Afternoon,Long,Loss,-40
Live Chess,2025.08.07,02:00:59,180+2,0-1,urux972,alekscottz,1344,1356,B01,,146,Blitz,Night,Long,Win,12
Live Chess,2025.08.06,21:33:48,180+2,1-0,Randall1998,alekscottz,1365,1348,B15,,56,Blitz,Night,Medium,Loss,-17
Live Chess,2025.08.06,20:14:06,180+2,0-1,alekscottz,thomjo,1356,1381,B12,,58,Blitz,Evening,Medium,Loss,-25
Live Chess,2025.08.06,20:07:04,180+2,0-1,mooduckss,alekscottz,1330,1364,B01,,82,Blitz,Evening,Long,Win,34
Live Chess,2025.08.06,19:20:49,180+2,1-0,EvgeniyAlmaz,alekscottz,1361,1356,B01,,91,Blitz,Evening,Long,Loss,-5
Live Chess,2025.08.06,18:45:55,180+2,0-1,alekscottz,Olaf_Kaminski,1364,1469,B12,,30,Blitz,Evening,Medium,Loss,-105
Live Chess,2025.08.06,18:39:06,180+2,0-1,alekscottz,igorek1we,1370,1385,C28,,30,Blitz,Evening,Medium,Loss,-15
Live Chess,2025.08.06,18:31:35,180+2,0-1,CubsFan1234,alekscottz,1369,1378,D91,,62,Blitz,Evening,Long,Win,9
Live Chess,2025.08.06,18:27:18,180+2,1-0,alekscottz,nisaac16,1370,1372,C28,,61,Blitz,Evening,Long,Win,-2
Live Chess,2025.08.06,15:12:29,180+2,0-1,alekscottz,leisver,1362,1392,B23,,128,Blitz,Afternoon,Long,Loss,-30
Live Chess,2025.08.06,15:07:23,180+2,0-1,alekscottz,rp_skewer,1370,1380,C25,,54,Blitz,Afternoon,Medium,Loss,-10
Live Chess,2025.08.06,14:56:46,180+2,0-1,ValCos7,alekscottz,1350,1378,B01,,106,Blitz,Afternoon,Long,Win,28
Live Chess,2025.08.06,14:51:43,180+2,0-1,chrisk838,alekscottz,1334,1370,D00,,90,Blitz,Afternoon,Long,Win,36
Live Chess,2025.08.06,14:02:34,180+2,0-1,alekscottz,notgoodatallhaiz,1362,1359,C28,,24,Blitz,Afternoon,Short,Loss,3
Live Chess,2025.08.06,13:34:54,180+2,1-0,yashbhalgat-95,alekscottz,1373,1370,D85,,93,Blitz,Afternoon,Long,Loss,-3
Live Chess,2025.08.06,13:23:31,180+2,1-0,alekscottz,titikshyu29,1378,1384,B23,,121,Blitz,Afternoon,Long,Win,-6
Live Chess,2025.08.05,22:06:00,180+2,0-1,alekscottz,Dupy100,1369,1400,C28,,44,Blitz,Night,Medium,Loss,-31
Live Chess,2025.08.05,21:59:23,180+2,0-1,abdokaratih,alekscottz,1398,1377,B01,,70,Blitz,Night,Long,Win,-21
Live Chess,2025.08.05,21:49:41,180+2,1-0,alekscottz,abrami10,1368,1374,C28,,83,Blitz,Night,Long,Win,-6
Live Chess,2025.08.05,18:49:27,180+2,1-0,pcoube,alekscottz,1366,1359,B06,,71,Blitz,Evening,Long,Loss,-7
Live Chess,2025.08.05,18:34:57,180+2,1-0,Mr-Talekhine,alekscottz,1400,1367,B01,,73,Blitz,Evening,Long,Loss,-33
Live Chess,2025.08.05,15:49:35,180+2,0-1,alekscottz,simabai,1375,1397,B23,,104,Blitz,Afternoon,Long,Loss,-22
Live Chess,2025.08.05,15:40:05,180+2,1-0,alekscottz,Virat_333,1383,1360,B17,,95,Blitz,Afternoon,Long,Win,23
Live Chess,2025.08.05,15:33:44,180+2,1-0,alekscottz,Havent,1375,1371,B23,,42,Blitz,Afternoon,Medium,Win,4
Live Chess,2025.08.05,15:09:13,180+2,0-1,aymangma,alekscottz,1357,1367,B01,,42,Blitz,Afternoon,Medium,Win,10
Live Chess,2025.08.05,15:00:31,180+2,0-1,Ibrah-Li,alekscottz,1339,1359,D02,,46,Blitz,Afternoon,Medium,Win,20
Live Chess,2025.08.05,01:18:23,180+2,1-0,Stoicflow,alekscottz,1347,1351,B01,,34,Blitz,Night,Medium,Loss,4
Live Chess,2025.08.04,20:52:52,180+2,0-1,alekscottz,sedoykhv,1360,1385,C25,,60,Blitz,Evening,Long,Loss,-25
Live Chess,2025.08.04,20:44:39,180+2,1/2-1/2,dydyking,alekscottz,1362,1368,B01,,81,Blitz,Evening,Long,Draw,6
Live Chess,2025.08.04,20:33:33,180+2,0-1,hsydf92,alekscottz,1354,1368,B01,,74,Blitz,Evening,Long,Win,14
Live Chess,2025.08.04,18:16:30,180+2,0-1,alekscottz,Joaquin13,1360,1389,C10,,104,Blitz,Evening,Long,Loss,-29
Live Chess,2025.08.04,17:58:52,180+2,0-1,alekscottz,bfqbdvbqqbf,1368,1371,B12,,18,Blitz,Evening,Short,Loss,-3
Live Chess,2025.08.04,17:54:32,180+2,0-1,haltek,alekscottz,1345,1376,D80,,40,Blitz,Evening,Medium,Win,31
Live Chess,2025.08.04,17:10:41,180+2,1-0,VISHALSINGH992003,alekscottz,1387,1368,D94,,35,Blitz,Evening,Medium,Loss,-19
Live Chess,2025.08.04,16:58:50,180+2,1-0,alekscottz,Sergey398,1376,1372,C25,,39,Blitz,Afternoon,Medium,Win,4
Live Chess,2025.08.04,15:34:11,180+2,1/2-1/2,Chelsea0907,alekscottz,1403,1368,B01,,134,Blitz,Afternoon,Long,Draw,-35
Live Chess,2025.08.04,15:07:15,180+2,0-1,alekscottz,Putolinis,1367,1406,C30,,27,Blitz,Afternoon,Short,Loss,-39
Live Chess,2025.08.04,14:59:38,180+2,0-1,acarra1979,alekscottz,1335,1374,B10,,52,Blitz,Afternoon,Medium,Win,39
Live Chess,2025.08.04,14:29:57,180+2,0-1,maverick_arpan,alekscottz,1336,1367,B12,,64,Blitz,Afternoon,Long,Win,31
Live Chess,2025.08.04,14:05:51,180+2,0-1,alekscottz,Mortel57,1359,1375,C25,,42,Blitz,Afternoon,Medium,Loss,-16
Live Chess,2025.08.04,13:42:42,180+2,0-1,alekscottz,MuratGuengoer,1367,1370,B00,,64,Blitz,Afternoon,Long,Loss,-3
Live Chess,2025.08.04,13:19:46,180+2,0-1,ALIAVESTA,alekscottz,1380,1375,D03,,48,Blitz,Afternoon,Medium,Win,-5
Live Chess,2025.08.04,11:38:31,180+2,0-1,alekscottz,abigeyedbunny,1366,1402,B12,,48,Blitz,Morning,Medium,Loss,-36
Live Chess,2025.08.04,01:03:22,180+2,1-0,chesstopherobinn,alekscottz,1406,1373,B13,,40,Blitz,Night,Medium,Loss,-33
Live Chess,2025.08.03,19:53:26,180+2,0-1,alekscottz,xolomed,1381,1417,B23,,40,Blitz,Evening,Medium,Loss,-36
Live Chess,2025.08.03,19:41:48,180+2,0-1,fu1krum,alekscottz,1376,1388,B15,,108,Blitz,Evening,Long,Win,12
Live Chess,2025.08.03,19:35:29,180+2,0-1,malakhin,alekscottz,1343,1380,B10,,60,Blitz,Evening,Long,Win,37
Live Chess,2025.08.03,18:50:06,180+2,1-0,alekscottz,jota333,1372,1354,C28,,99,Blitz,Evening,Long,Win,18
Live Chess,2025.08.03,18:29:20,180+2,0-1,alekscottz,mhsabuj,1364,1359,C25,,33,Blitz,Evening,Medium,Loss,5
Live Chess,2025.08.03,18:25:29,180+2,1/2-1/2,mhsabuj,alekscottz,1351,1372,B10,,40,Blitz,Evening,Medium,Draw,21
Live Chess,2025.08.03,18:15:04,180+2,0-1,AlexanderB0399,alekscottz,1345,1372,B12,,104,Blitz,Evening,Long,Win,27
Live Chess,2025.08.03,18:04:15,180+2,0-1,D_Ankush,alekscottz,1336,1364,B13,,106,Blitz,Evening,Long,Win,28
Live Chess,2025.08.03,17:59:30,180+2,1-0,alekscottz,qwertyxi55,1356,1325,B12,,49,Blitz,Evening,Medium,Win,31
Live Chess,2025.08.03,17:56:09,180+2,1-0,tyrranny,alekscottz,1348,1348,D02,,39,Blitz,Evening,Medium,Loss,0
Live Chess,2025.08.03,15:56:21,180+2,1-0,alekscottz,harman_tfn,1356,1354,B01,,57,Blitz,Afternoon,Medium,Win,2
Live Chess,2025.08.02,22:45:11,180+2,0-1,alekscottz,Giomelox,1348,1362,C25,,57,Blitz,Night,Medium,Loss,-14
Live Chess,2025.08.02,22:38:18,180+2,1-0,alekscottz,Shar-Bar,1356,1440,C29,,57,Blitz,Night,Medium,Win,-84
Live Chess,2025.08.02,22:37:29,180+2,0-1,manumanzi,alekscottz,1375,1346,B10,,20,Blitz,Night,Short,Win,-29
Live Chess,2025.08.02,21:58:36,180+2,0-1,alekscottz,Cards88,1337,1358,B12,,56,Blitz,Night,Medium,Loss,-21
Live Chess,2025.08.02,21:25:45,180+2,1/2-1/2,SheikhAlAmin50,alekscottz,1331,1345,B15,,93,Blitz,Night,Long,Draw,14
Live Chess,2025.08.02,21:22:34,180+2,0-1,khalilalmassri,alekscottz,1333,1345,B12,,38,Blitz,Night,Medium,Win,12
Live Chess,2025.08.02,21:13:27,180+2,1-0,alekscottz,Schwabe88,1337,1304,B00,,95,Blitz,Night,Long,Win,33
Live Chess,2025.08.02,20:05:49,180+2,1-0,CheeringGhost,alekscottz,1365,1329,B13,,49,Blitz,Evening,Medium,Loss,-36
Live Chess,2025.08.02,19:22:38,180+2,0-1,alekscottz,banana_random,1336,1331,B12,,69,Blitz,Evening,Long,Loss,5
Live Chess,2025.08.02,19:15:56,180+2,1-0,alekscottz,nicocury,1345,1394,B12,,41,Blitz,Evening,Medium,Win,-49
Live Chess,2025.08.02,19:07:06,180+2,0-1,Gilles2542,alekscottz,1340,1335,B13,,70,Blitz,Evening,Long,Win,-5
Live Chess,2025.08.02,18:49:35,180+2,0-1,alekscottz,Always_A_N00b,1327,1331,C25,,145,Blitz,Evening,Long,Loss,-4
Live Chess,2025.08.02,18:38:22,180+2,1-0,Akash_skyy,alekscottz,1342,1335,B10,,44,Blitz,Evening,Medium,Loss,-7
Live Chess,2025.08.02,18:30:49,180+2,1-0,alekscottz,vsegure,1343,1306,B23,,63,Blitz,Evening,Long,Win,37
Live Chess,2025.08.02,18:28:40,180+2,0-1,nokisto,alekscottz,1342,1335,A05,,16,Blitz,Evening,Short,Win,-7
Live Chess,2025.08.02,18:24:59,180+2,1-0,alekscottz,aiman-Selwi,1326,1315,C25,,43,Blitz,Evening,Medium,Win,11
Live Chess,2025.08.02,17:39:11,180+2,1/2-1/2,abhi0007,alekscottz,1338,1318,A04,,95,Blitz,Evening,Long,Draw,-20
Live Chess,2025.08.02,17:36:46,180+2,1-0,alekscottz,croupiergio83,1317,1280,C25,,34,Blitz,Evening,Medium,Win,37
Live Chess,2025.08.01,20:31:40,180+2,1-0,egsmith3,alekscottz,1338,1310,D85,,57,Blitz,Evening,Medium,Loss,-28
Live Chess,2025.08.01,20:03:32,180+2,1-0,LuisFernandezM87,alekscottz,1355,1318,B13,,55,Blitz,Evening,Medium,Loss,-37
Live Chess,2025.08.01,19:50:03,180+2,1-0,alekscottz,Igor707,1326,1309,B12,,121,Blitz,Evening,Long,Win,17
Live Chess,2025.08.01,14:15:43,180+2,1-0,GMandro1,alekscottz,1317,1318,D93,,32,Blitz,Afternoon,Medium,Loss,1
Live Chess,2025.08.01,14:05:28,180+2,0-1,alekscottz,sarpistw,1326,1331,B23,,74,Blitz,Afternoon,Long,Loss,-5
Live Chess,2025.08.01,13:52:34,180+2,1/2-1/2,Yuriy-Kay,alekscottz,1316,1334,D02,,113,Blitz,Afternoon,Long,Draw,18
Live Chess,2025.08.01,13:42:10,180+2,1-0,alekscottz,EB_P0PE,1334,1333,B12,,17,Blitz,Afternoon,Short,Win,1
Live Chess,2025.08.01,13:32:59,180+2,1-0,KingOfThrowAways,alekscottz,1331,1326,B12,,81,Blitz,Afternoon,Long,Loss,-5
Live Chess,2025.08.01,13:16:58,180+2,1-0,alekscottz,PeculiarFish1,1334,1410,C10,,89,Blitz,Afternoon,Long,Win,-76
Live Chess,2025.08.01,13:09:41,180+2,0-1,GaryKasparyy,alekscottz,1312,1324,B06,,64,Blitz,Afternoon,Long,Win,12
Live Chess,2025.08.01,13:06:11,180+2,1-0,alekscottz,Bol6354,1316,1306,B23,,35,Blitz,Afternoon,Medium,Win,10
Live Chess,2025.08.01,12:54:54,180+2,1-0,alekscottz,Berga91,1308,1312,B00,,99,Blitz,Afternoon,Long,Win,-4
Live Chess,2025.08.01,12:49:19,180+2,0-1,jezuzzapple,alekscottz,1300,1300,A45,,62,Blitz,Afternoon,Long,Win,0
Live Chess,2025.09.07,23:29:41,180+2,0-1,alekscottz,Spiderchoto,1405,1484,B01,,24,Blitz,Night,Short,Loss,-79
Live Chess,2025.09.07,23:12:39,180+2,1-0,Bull_et_Bill,alekscottz,1432,1412,B01,,129,Blitz,Night,Long,Loss,-20
Live Chess,2025.09.07,22:56:30,180+2,1-0,alekscottz,srbintilldeath,1420,1481,C25,,160,Blitz,Night,Long,Win,-61
Live Chess,2025.09.07,16:45:30,180+2,0-1,alekscottz,Herlan0207,1410,1418,C25,,42,Blitz,Afternoon,Medium,Loss,-8
Live Chess,2025.09.07,16:37:55,180+2,1-0,MaliVra,alekscottz,1432,1418,B01,,57,Blitz,Afternoon,Medium,Loss,-14
Live Chess,2025.09.07,16:10:27,180+2,1-0,trukren,alekscottz,1492,1426,D85,,57,Blitz,Afternoon,Medium,Loss,-66
Live Chess,2025.09.07,16:01:43,180+2,1/2-1/2,alekscottz,papulja,1433,1460,C29,,67,Blitz,Afternoon,Long,Draw,-27
Live Chess,2025.09.07,15:37:20,180+2,0-1,alekscottz,MentEntangle,1432,1438,B23,,78,Blitz,Afternoon,Long,Loss,-6
Live Chess,2025.09.07,01:07:30,180+2,0-1,alekscottz,Ajedrezendecadencia,1440,1476,C25,,48,Blitz,Night,Medium,Loss,-36
Live Chess,2025.09.06,23:16:56,180+2,0-1,CarapanAH,alekscottz,1465,1448,B01,,68,Blitz,Night,Long,Win,-17
Live Chess,2025.09.06,23:08:18,180+2,0-1,DucLauriac,alekscottz,1438,1439,A34,,66,Blitz,Night,Long,Win,1
Live Chess,2025.09.06,22:59:12,180+2,0-1,nodizon,alekscottz,1438,1431,B01,,70,Blitz,Night,Long,Win,-7
Live Chess,2025.09.06,21:06:14,180+2,1-0,alekscottz,maaarkDay,1422,1395,C28,,71,Blitz,Night,Long,Win,27
Live Chess,2025.09.06,21:05:20,180+2,0-1,pablozak,alekscottz,1472,1414,B01,,2,Blitz,Night,Short,Win,-58
Live Chess,2025.09.06,20:52:25,180+2,1-0,alekscottz,KnownEnemy12,1404,1440,B12,,93,Blitz,Evening,Long,Win,-36
Live Chess,2025.09.06,20:48:51,180+2,0-1,alekscottz,Fernandroid,1395,1493,C10,,34,Blitz,Evening,Medium,Loss,-98
Live Chess,2025.09.06,20:22:07,180+2,0-1,KNK_SCARFACE,alekscottz,1405,1401,B01,,42,Blitz,Evening,Medium,Win,-4
Live Chess,2025.09.06,19:48:37,180+2,0-1,alekscottz,dmvaldman,1393,1437,B23,,96,Blitz,Evening,Long,Loss,-44
Live Chess,2025.09.06,19:43:25,180+2,0-1,alekscottz,gsmfm,1400,1511,B23,,51,Blitz,Evening,Medium,Loss,-111
Live Chess,2025.09.06,17:25:38,180+2,0-1,alekscottz,Kemoo2022,1406,1438,B12,,26,Blitz,Evening,Short,Loss,-32
Live Chess,2025.09.06,17:18:28,180+2,0-1,Foglost,alekscottz,1413,1414,B01,,74,Blitz,Evening,Long,Win,1
Live Chess,2025.09.06,17:04:05,180+2,1-0,AUwUsto_XD,alekscottz,1428,1406,B01,,119,Blitz,Evening,Long,Loss,-22
Live Chess,2025.09.06,16:49:15,180+2,1/2-1/2,iwillbecomestrongerr,alekscottz,1394,1414,D93,,102,Blitz,Afternoon,Long,Draw,20
Live Chess,2025.09.06,16:46:16,180+2,1-0,alekscottz,JxstinzZez,1415,1400,C25,,41,Blitz,Afternoon,Medium,Win,15
Live Chess,2025.09.06,16:27:27,180+2,1/2-1/2,littlebear2012,alekscottz,1414,1407,D86,,40,Blitz,Afternoon,Medium,Draw,-7
Live Chess,2025.09.06,16:18:43,180+2,1/2-1/2,UDAR79,alekscottz,1468,1407,B01,,93,Blitz,Afternoon,Long,Draw,-61
Live Chess,2025.09.06,16:07:52,180+2,1-0,UliBecker,alekscottz,1401,1406,D94,,85,Blitz,Afternoon,Long,Loss,5
Live Chess,2025.09.06,15:59:19,180+2,1-0,alekscottz,ramureddy131gmailc,1415,1382,C25,,69,Blitz,Afternoon,Long,Win,33
Live Chess,2025.09.06,14:42:09,180+2,0-1,alekscottz,Joamorau,1407,1418,B23,,50,Blitz,Afternoon,Medium,Loss,-11
Live Chess,2025.09.06,14:28:18,180+2,1-0,alekscottz,Yanndozo,1415,1409,B12,,89,Blitz,Afternoon,Long,Win,6
Live Chess,2025.09.06,14:19:50,180+2,0-1,GMGabrielcp,alekscottz,1378,1407,B01,,84,Blitz,Afternoon,Long,Win,29
